timestamp,left_voltage,right_voltage,high_gear,queue_index
89622,-0.0210675,0.0210675,0,17776

89627,-0.0210675,0.0210675,0,17777

89632,-0.00949154,0.00949154,0,17778

89637,-0.00659756,0.00659756,0,17779

89642,0.00931935,-0.00931935,0,17780

89647,0.00787236,-0.00787236,0,17781

89652,0.00787236,-0.00787236,0,17782

89657,-0.00370357,0.00370357,0,17783

89662,-0.0123855,0.0123855,0,17784

89667,-0.0109385,0.0109385,0,17785

89672,0.00642537,-0.00642537,0,17786

89677,0.0397062,-0.0397062,0,17787

89682,0.00208439,-0.00208439,0,17788

89687,-0.0152795,0.0152795,0,17789

89692,0.00208439,-0.00208439,0,17790

89697,-0.0152795,0.0152795,0,17791

89702,-0.0225145,0.0225145,0,17792

89707,0.0252363,-0.0252363,0,17793

89712,-0.0109385,0.0109385,0,17794

89717,0.0136603,-0.0136603,0,17795

89722,0.0208953,-0.0208953,0,17796

89727,-0.0167265,0.0167265,0,17797

89732,-0.0326434,0.0326434,0,17798

89737,-0.0239615,0.0239615,0,17799

89742,-0.0239615,0.0239615,0,17800

89747,-0.000809592,0.000809592,0,17801

89752,0.00208439,-0.00208439,0,17802

89757,-0.0181735,0.0181735,0,17803

89762,-0.0311964,0.0311964,0,17804

89767,-0.0109385,0.0109385,0,17805

89772,0.0107663,-0.0107663,0,17806

89777,0.0151073,-0.0151073,0,17807

89782,-0.0311964,0.0311964,0,17808

89787,-0.00370357,0.00370357,0,17809

89792,0.0122133,-0.0122133,0,17810

89797,-0.00515057,0.00515057,0,17811

89802,0.0208953,-0.0208953,0,17812

89807,-0.0109385,0.0109385,0,17813

89812,-0.0181735,0.0181735,0,17814

89817,-0.00659756,0.00659756,0,17815

89822,-0.0109385,0.0109385,0,17816

89827,0.00787236,-0.00787236,0,17817

89832,-0.000809592,0.000809592,0,17818

89837,0.0208953,-0.0208953,0,17819

89842,0.00353138,-0.00353138,0,17820

89847,-0.0225145,0.0225145,0,17821

89852,-0.0225145,0.0225145,0,17822

89857,-0.0138325,0.0138325,0,17823

89862,0.0266832,-0.0266832,0,17824

89867,0.0165543,-0.0165543,0,17825

89872,0.0165543,-0.0165543,0,17826

89877,-0.00225658,0.00225658,0,17827

89882,0.00353138,-0.00353138,0,17828

89887,0.00642537,-0.00642537,0,17829

89892,0.00642537,-0.00642537,0,17830

89897,0.0194483,-0.0194483,0,17831

