timestamp,left_encoder,right_encoder,left_shifter_position,right_shifter_position,low_left_hall,high_left_hall,low_right_hall,high_right_hall,queue_index

1979,0,0,0,0,0,0,0,0,247

1984,0,0,0,0,0,0,0,0,248

1989,0,0,0,0,0,0,0,0,249

1994,0,0,0,0,0,0,0,0,250

1999,0,0,0,0,0,0,0,0,251

2004,0,0,0,0,0,0,0,0,252

2009,0,0,0,0,0,0,0,0,253

2014,0,0,0,0,0,0,0,0,254

2019,0,0,0,0,0,0,0,0,255

2024,0,0,0,0,0,0,0,0,256

2029,0,0,0,0,0,0,0,0,257

2034,0,0,0,0,0,0,0,0,258

2039,0,0,0,0,0,0,0,0,259

2044,0,0,0,0,0,0,0,0,260

2049,0,0,0,0,0,0,0,0,261

2054,0,0,0,0,0,0,0,0,262

2059,0,0,0,0,0,0,0,0,263

2064,0,0,0,0,0,0,0,0,264

2069,0,0,0,0,0,0,0,0,265

2074,0,0,0,0,0,0,0,0,266

2079,0,0,0,0,0,0,0,0,267

2084,0,0,0,0,0,0,0,0,268

2089,0,0,0,0,0,0,0,0,269

2094,0,0,0,0,0,0,0,0,270

2099,0,0,0,0,0,0,0,0,271

2104,0,0,0,0,0,0,0,0,272

2109,0,0,0,0,0,0,0,0,273

2114,0,0,0,0,0,0,0,0,274

2119,0,0,0,0,0,0,0,0,275

2124,0,0,0,0,0,0,0,0,276

2129,0,0,0,0,0,0,0,0,277

2134,0,0,0,0,0,0,0,0,278

2139,0,0,0,0,0,0,0,0,279

2144,0,0,0,0,0,0,0,0,280

2149,0,0,0,0,0,0,0,0,281

2154,0,0,0,0,0,0,0,0,282

2159,0,0,0,0,0,0,0,0,283

2164,0,0,0,0,0,0,0,0,284

2169,0,0,0,0,0,0,0,0,285

2174,0,0,0,0,0,0,0,0,286

2179,0,0,0,0,0,0,0,0,287

2184,0,0,0,0,0,0,0,0,288

2189,0,0,0,0,0,0,0,0,289

2194,0,0,0,0,0,0,0,0,290

2199,0,0,0,0,0,0,0,0,291

2204,0,0,0,0,0,0,0,0,292

2209,0,0,0,0,0,0,0,0,293

2214,0,0,0,0,0,0,0,0,294

2219,0,0,0,0,0,0,0,0,295

2224,0,0,0,0,0,0,0,0,296

2229,0,0,0,0,0,0,0,0,297

2234,0,0,0,0,0,0,0,0,298

2239,0,0,0,0,0,0,0,0,299

2244,0,0,0,0,0,0,0,0,300

2249,0,0,0,0,0,0,0,0,301

2254,0,0,0,0,0,0,0,0,302

2259,0,0,0,0,0,0,0,0,303

2264,0,0,0,0,0,0,0,0,304

2269,0,0,0,0,0,0,0,0,305

2274,0,0,0,0,0,0,0,0,306

2279,0,0,0,0,0,0,0,0,307

2284,0,0,0,0,0,0,0,0,308

2289,0,0,0,0,0,0,0,0,309

2294,0,0,0,0,0,0,0,0,310

2299,0,0,0,0,0,0,0,0,311

2304,0,0,0,0,0,0,0,0,312

2309,0,0,0,0,0,0,0,0,313

2314,0,0,0,0,0,0,0,0,314

2319,0,0,0,0,0,0,0,0,315

2324,0,0,0,0,0,0,0,0,316

2329,0,0,0,0,0,0,0,0,317

2334,0,0,0,0,0,0,0,0,318

2339,0,0,0,0,0,0,0,0,319

2344,0,0,0,0,0,0,0,0,320

2349,0,0,0,0,0,0,0,0,321

2354,0,0,0,0,0,0,0,0,322

2359,0,0,0,0,0,0,0,0,323

2364,0,0,0,0,0,0,0,0,324

2369,0,0,0,0,0,0,0,0,325

2374,0,0,0,0,0,0,0,0,326

2379,0,0,0,0,0,0,0,0,327

2384,0,0,0,0,0,0,0,0,328

2389,0,0,0,0,0,0,0,0,329

2394,0,0,0,0,0,0,0,0,330

2399,0,0,0,0,0,0,0,0,331

2404,0,0,0,0,0,0,0,0,332

2409,0,0,0,0,0,0,0,0,333

2414,0,0,0,0,0,0,0,0,334

2419,0,0,0,0,0,0,0,0,335

2424,0,0,0,0,0,0,0,0,336

2429,0,0,0,0,0,0,0,0,337

2434,0,0,0,0,0,0,0,0,338

2439,0,0,0,0,0,0,0,0,339

2444,0,0,0,0,0,0,0,0,340

2449,0,0,0,0,0,0,0,0,341

2454,0,0,0,0,0,0,0,0,342

2459,0,0,0,0,0,0,0,0,343

2464,0,0,0,0,0,0,0,0,344

2469,0,0,0,0,0,0,0,0,345

2474,0,0,0,0,0,0,0,0,346

2479,0,0,0,0,0,0,0,0,347

2484,0,0,0,0,0,0,0,0,348

2489,0,0,0,0,0,0,0,0,349

2494,0,0,0,0,0,0,0,0,350

2499,0,0,0,0,0,0,0,0,351

2504,0,0,0,0,0,0,0,0,352

2509,0,0,0,0,0,0,0,0,353

2514,0,0,0,0,0,0,0,0,354

2519,0,0,0,0,0,0,0,0,355

2524,0,0,0,0,0,0,0,0,356

2529,0,0,0,0,0,0,0,0,357

2534,0,0,0,0,0,0,0,0,358

2539,0,0,0,0,0,0,0,0,359

2544,0,0,0,0,0,0,0,0,360

2549,0,0,0,0,0,0,0,0,361

2554,0,0,0,0,0,0,0,0,362

2559,0,0,0,0,0,0,0,0,363

2564,0,0,0,0,0,0,0,0,364

2569,0,0,0,0,0,0,0,0,365

2574,0,0,0,0,0,0,0,0,366

2579,0,0,0,0,0,0,0,0,367

2584,0,0,0,0,0,0,0,0,368

2589,0,0,0,0,0,0,0,0,369

2594,0,0,0,0,0,0,0,0,370

2599,0,0,0,0,0,0,0,0,371

2604,0,0,0,0,0,0,0,0,372

2609,0,0,0,0,0,0,0,0,373

2614,0,0,0,0,0,0,0,0,374

2619,0,0,0,0,0,0,0,0,375

2624,0,0,0,0,0,0,0,0,376

2629,0,0,0,0,0,0,0,0,377

2634,0,0,0,0,0,0,0,0,378

2639,0,0,0,0,0,0,0,0,379

2644,0,0,0,0,0,0,0,0,380

2649,0,0,0,0,0,0,0,0,381

2654,0,0,0,0,0,0,0,0,382

2659,0,0,0,0,0,0,0,0,383

2664,0,0,0,0,0,0,0,0,384

2669,0,0,0,0,0,0,0,0,385

2674,0,0,0,0,0,0,0,0,386

2679,0,0,0,0,0,0,0,0,387

2684,0,0,0,0,0,0,0,0,388

2689,0,0,0,0,0,0,0,0,389

2694,0,0,0,0,0,0,0,0,390

2699,0,0,0,0,0,0,0,0,391

2704,0,0,0,0,0,0,0,0,392

2709,0,0,0,0,0,0,0,0,393

2714,0,0,0,0,0,0,0,0,394

2719,0,0,0,0,0,0,0,0,395

2724,0,0,0,0,0,0,0,0,396

2729,0,0,0,0,0,0,0,0,397

2734,0,0,0,0,0,0,0,0,398

2739,0,0,0,0,0,0,0,0,399

2744,0,0,0,0,0,0,0,0,400

2749,0,0,0,0,0,0,0,0,401

2754,0,0,0,0,0,0,0,0,402

2759,0,0,0,0,0,0,0,0,403

2764,0,0,0,0,0,0,0,0,404

2769,0,0,0,0,0,0,0,0,405

2774,0,0,0,0,0,0,0,0,406

2779,0,0,0,0,0,0,0,0,407

2784,0,0,0,0,0,0,0,0,408

2789,0,0,0,0,0,0,0,0,409

2794,0,0,0,0,0,0,0,0,410

2799,0,0,0,0,0,0,0,0,411

2804,0,0,0,0,0,0,0,0,412

2809,0,0,0,0,0,0,0,0,413

2814,0,0,0,0,0,0,0,0,414

2819,0,0,0,0,0,0,0,0,415

2824,0,0,0,0,0,0,0,0,416

2829,0,0,0,0,0,0,0,0,417

2834,0,0,0,0,0,0,0,0,418

2839,0,0,0,0,0,0,0,0,419

2844,0,0,0,0,0,0,0,0,420

2849,0,0,0,0,0,0,0,0,421

2854,0,0,0,0,0,0,0,0,422

2859,0,0,0,0,0,0,0,0,423

2864,0,0,0,0,0,0,0,0,424

2869,0,0,0,0,0,0,0,0,425

2874,0,0,0,0,0,0,0,0,426

2879,0,0,0,0,0,0,0,0,427

2884,0,0,0,0,0,0,0,0,428

2889,0,0,0,0,0,0,0,0,429

2894,0,0,0,0,0,0,0,0,430

2899,0,0,0,0,0,0,0,0,431

2904,0,0,0,0,0,0,0,0,432

2909,0,0,0,0,0,0,0,0,433

2914,0,0,0,0,0,0,0,0,434

2919,0,0,0,0,0,0,0,0,435

2924,0,0,0,0,0,0,0,0,436

2929,0,0,0,0,0,0,0,0,437

2934,0,0,0,0,0,0,0,0,438

2939,0,0,0,0,0,0,0,0,439

2944,0,0,0,0,0,0,0,0,440

2949,0,0,0,0,0,0,0,0,441

2954,0,0,0,0,0,0,0,0,442

2959,0,0,0,0,0,0,0,0,443

2964,0,0,0,0,0,0,0,0,444

2969,0,0,0,0,0,0,0,0,445

2974,0,0,0,0,0,0,0,0,446

2979,0,0,0,0,0,0,0,0,447

2984,0,0,0,0,0,0,0,0,448

2989,0,0,0,0,0,0,0,0,449

2994,0,0,0,0,0,0,0,0,450

2999,0,0,0,0,0,0,0,0,451

3004,0,0,0,0,0,0,0,0,452

3009,0,0,0,0,0,0,0,0,453

3014,0,0,0,0,0,0,0,0,454

3019,0,0,0,0,0,0,0,0,455

3024,0,0,0,0,0,0,0,0,456

3029,0,0,0,0,0,0,0,0,457

3034,0,0,0,0,0,0,0,0,458

3039,0,0,0,0,0,0,0,0,459

3044,0,0,0,0,0,0,0,0,460

3049,0,0,0,0,0,0,0,0,461

3054,0,0,0,0,0,0,0,0,462

3059,0,0,0,0,0,0,0,0,463

3064,0,0,0,0,0,0,0,0,464

3069,0,0,0,0,0,0,0,0,465

3074,0,0,0,0,0,0,0,0,466

3079,0,0,0,0,0,0,0,0,467

3084,0,0,0,0,0,0,0,0,468

3089,0,0,0,0,0,0,0,0,469

3094,0,0,0,0,0,0,0,0,470

3099,0,0,0,0,0,0,0,0,471

3104,0,0,0,0,0,0,0,0,472

3109,0,0,0,0,0,0,0,0,473

3114,0,0,0,0,0,0,0,0,474

3119,0,0,0,0,0,0,0,0,475

3124,0,0,0,0,0,0,0,0,476

3129,0,0,0,0,0,0,0,0,477

3134,0,0,0,0,0,0,0,0,478

3139,0,0,0,0,0,0,0,0,479

3144,0,0,0,0,0,0,0,0,480

3149,0,0,0,0,0,0,0,0,481

3154,0,0,0,0,0,0,0,0,482

3159,0,0,0,0,0,0,0,0,483

3164,0,0,0,0,0,0,0,0,484

3169,0,0,0,0,0,0,0,0,485

3174,0,0,0,0,0,0,0,0,486

3179,0,0,0,0,0,0,0,0,487

3184,0,0,0,0,0,0,0,0,488

3189,0,0,0,0,0,0,0,0,489

3194,0,0,0,0,0,0,0,0,490

3199,0,0,0,0,0,0,0,0,491

3204,0,0,0,0,0,0,0,0,492

3209,0,0,0,0,0,0,0,0,493

3214,0,0,0,0,0,0,0,0,494

3219,0,0,0,0,0,0,0,0,495

3224,0,0,0,0,0,0,0,0,496

3229,0,0,0,0,0,0,0,0,497

3234,0,0,0,0,0,0,0,0,498

3239,0,0,0,0,0,0,0,0,499

3244,0,0,0,0,0,0,0,0,500

3249,0,0,0,0,0,0,0,0,501

3254,0,0,0,0,0,0,0,0,502

3259,0,0,0,0,0,0,0,0,503

3264,0,0,0,0,0,0,0,0,504

3269,0,0,0,0,0,0,0,0,505

3274,0,0,0,0,0,0,0,0,506

3279,0,0,0,0,0,0,0,0,507

3284,0,0,0,0,0,0,0,0,508

3289,0,0,0,0,0,0,0,0,509

3294,0,0,0,0,0,0,0,0,510

3299,0,0,0,0,0,0,0,0,511

3304,0,0,0,0,0,0,0,0,512

3309,0,0,0,0,0,0,0,0,513

3314,0,0,0,0,0,0,0,0,514

3319,0,0,0,0,0,0,0,0,515

3324,0,0,0,0,0,0,0,0,516

3329,0,0,0,0,0,0,0,0,517

3334,0,0,0,0,0,0,0,0,518

3339,0,0,0,0,0,0,0,0,519

3344,0,0,0,0,0,0,0,0,520

3349,0,0,0,0,0,0,0,0,521

3354,0,0,0,0,0,0,0,0,522

3359,0,0,0,0,0,0,0,0,523

3364,0,0,0,0,0,0,0,0,524

3369,0,0,0,0,0,0,0,0,525

3374,0,0,0,0,0,0,0,0,526

3379,0,0,0,0,0,0,0,0,527

3384,0,0,0,0,0,0,0,0,528

3389,0,0,0,0,0,0,0,0,529

3394,0,0,0,0,0,0,0,0,530

3399,0,0,0,0,0,0,0,0,531

3404,0,0,0,0,0,0,0,0,532

3409,0,0,0,0,0,0,0,0,533

3414,0,0,0,0,0,0,0,0,534

3419,0,0,0,0,0,0,0,0,535

3424,0,0,0,0,0,0,0,0,536

3429,0,0,0,0,0,0,0,0,537

3434,0,0,0,0,0,0,0,0,538

3439,0,0,0,0,0,0,0,0,539

3444,0,0,0,0,0,0,0,0,540

3449,0,0,0,0,0,0,0,0,541

3454,0,0,0,0,0,0,0,0,542

3459,0,0,0,0,0,0,0,0,543

3464,0,0,0,0,0,0,0,0,544

3469,0,0,0,0,0,0,0,0,545

3474,0,0,0,0,0,0,0,0,546

3479,0,0,0,0,0,0,0,0,547

3484,0,0,0,0,0,0,0,0,548

3489,0,0,0,0,0,0,0,0,549

3494,0,0,0,0,0,0,0,0,550

3499,0,0,0,0,0,0,0,0,551

3504,0,0,0,0,0,0,0,0,552

3509,0,0,0,0,0,0,0,0,553

3514,0,0,0,0,0,0,0,0,554

3519,0,0,0,0,0,0,0,0,555

3524,0,0,0,0,0,0,0,0,556

3529,0,0,0,0,0,0,0,0,557

3534,0,0,0,0,0,0,0,0,558

3539,0,0,0,0,0,0,0,0,559

3544,0,0,0,0,0,0,0,0,560

3549,0,0,0,0,0,0,0,0,561

3554,0,0,0,0,0,0,0,0,562

3559,0,0,0,0,0,0,0,0,563

3564,0,0,0,0,0,0,0,0,564

3569,0,0,0,0,0,0,0,0,565

3574,0,0,0,0,0,0,0,0,566

3579,0,0,0,0,0,0,0,0,567

3584,0,0,0,0,0,0,0,0,568

3589,0,0,0,0,0,0,0,0,569

3594,0,0,0,0,0,0,0,0,570

3599,0,0,0,0,0,0,0,0,571

3604,0,0,0,0,0,0,0,0,572

3609,0,0,0,0,0,0,0,0,573

3614,0,0,0,0,0,0,0,0,574

3619,0,0,0,0,0,0,0,0,575

3624,0,0,0,0,0,0,0,0,576

3629,0,0,0,0,0,0,0,0,577

3634,0,0,0,0,0,0,0,0,578

3639,0,0,0,0,0,0,0,0,579

3644,0,0,0,0,0,0,0,0,580

3649,0,0,0,0,0,0,0,0,581

3654,0,0,0,0,0,0,0,0,582

3659,0,0,0,0,0,0,0,0,583

3664,0,0,0,0,0,0,0,0,584

3669,0,0,0,0,0,0,0,0,585

3674,0,0,0,0,0,0,0,0,586

3679,0,0,0,0,0,0,0,0,587

3684,0,0,0,0,0,0,0,0,588

3689,0,0,0,0,0,0,0,0,589

3694,0,0,0,0,0,0,0,0,590

3699,0,0,0,0,0,0,0,0,591

3704,0,0,0,0,0,0,0,0,592

3709,0,0,0,0,0,0,0,0,593

3714,0,0,0,0,0,0,0,0,594

3719,0,0,0,0,0,0,0,0,595

3724,0,0,0,0,0,0,0,0,596

3729,0,0,0,0,0,0,0,0,597

3734,0,0,0,0,0,0,0,0,598

3739,0,0,0,0,0,0,0,0,599

3744,0,0,0,0,0,0,0,0,600

3749,0,0,0,0,0,0,0,0,601

3754,0,0,0,0,0,0,0,0,602

3759,0,0,0,0,0,0,0,0,603

3764,0,0,0,0,0,0,0,0,604

3769,0,0,0,0,0,0,0,0,605

3774,0,0,0,0,0,0,0,0,606

3779,0,0,0,0,0,0,0,0,607

3784,0,0,0,0,0,0,0,0,608

3789,0,0,0,0,0,0,0,0,609

3794,0,0,0,0,0,0,0,0,610

3799,0,0,0,0,0,0,0,0,611

3804,0,0,0,0,0,0,0,0,612

3809,0,0,0,0,0,0,0,0,613

3814,0,0,0,0,0,0,0,0,614

3819,0,0,0,0,0,0,0,0,615

3824,0,0,0,0,0,0,0,0,616

3829,0,0,0,0,0,0,0,0,617

3834,0,0,0,0,0,0,0,0,618

3839,0,0,0,0,0,0,0,0,619

3844,0,0,0,0,0,0,0,0,620

3849,0,0,0,0,0,0,0,0,621

3854,0,0,0,0,0,0,0,0,622

3859,0,0,0,0,0,0,0,0,623

3864,0,0,0,0,0,0,0,0,624

3869,0,0,0,0,0,0,0,0,625

3874,0,0,0,0,0,0,0,0,626

3879,0,0,0,0,0,0,0,0,627

3884,0,0,0,0,0,0,0,0,628

3889,0,0,0,0,0,0,0,0,629

3894,0,0,0,0,0,0,0,0,630

3899,0,0,0,0,0,0,0,0,631

3904,0,0,0,0,0,0,0,0,632

3909,0,0,0,0,0,0,0,0,633

3914,0,0,0,0,0,0,0,0,634

3919,0,0,0,0,0,0,0,0,635

3924,0,0,0,0,0,0,0,0,636

3929,0,0,0,0,0,0,0,0,637

3934,0,0,0,0,0,0,0,0,638

3939,0,0,0,0,0,0,0,0,639

3944,0,0,0,0,0,0,0,0,640

3949,0,0,0,0,0,0,0,0,641

3954,0,0,0,0,0,0,0,0,642

3959,0,0,0,0,0,0,0,0,643

3964,0,0,0,0,0,0,0,0,644

3969,0,0,0,0,0,0,0,0,645

3974,0,0,0,0,0,0,0,0,646

3979,0,0,0,0,0,0,0,0,647

3984,0,0,0,0,0,0,0,0,648

3989,0,0,0,0,0,0,0,0,649

3994,0,0,0,0,0,0,0,0,650

3999,0,0,0,0,0,0,0,0,651

4004,0,0,0,0,0,0,0,0,652

4009,0,0,0,0,0,0,0,0,653

4014,-0.000935115,0,0,0,0,0,0,0,654

4019,-0.000935115,0,0,0,0,0,0,0,655

4024,-0.000935115,0,0,0,0,0,0,0,656

4029,-0.000935115,0,0,0,0,0,0,0,657

4034,0,0,0,0,0,0,0,0,658

4039,0,0,0,0,0,0,0,0,659

4044,0,0,0,0,0,0,0,0,660

4049,0,0,0,0,0,0,0,0,661

4054,0,0,0,0,0,0,0,0,662

4059,0,0,0,0,0,0,0,0,663

4064,0,0,0,0,0,0,0,0,664

4069,0,0,0,0,0,0,0,0,665

4074,0,0,0,0,0,0,0,0,666

4079,0,0,0,0,0,0,0,0,667

4084,0,0,0,0,0,0,0,0,668

4089,0,0,0,0,0,0,0,0,669

4094,0,0,0,0,0,0,0,0,670

4099,0,0,0,0,0,0,0,0,671

4104,0,0,0,0,0,0,0,0,672

4109,0,0,0,0,0,0,0,0,673

4114,-0.000935115,0,0,0,0,0,0,0,674

4119,-0.000935115,0,0,0,0,0,0,0,675

4124,-0.000935115,0,0,0,0,0,0,0,676

4129,-0.000935115,0,0,0,0,0,0,0,677

4134,-0.000935115,0,0,0,0,0,0,0,678

4139,-0.000935115,0,0,0,0,0,0,0,679

4144,-0.000935115,0,0,0,0,0,0,0,680

4149,-0.000935115,0,0,0,0,0,0,0,681

4154,-0.000935115,0,0,0,0,0,0,0,682

4159,-0.000935115,0,0,0,0,0,0,0,683

4164,-0.000935115,0,0,0,0,0,0,0,684

4169,-0.000935115,0,0,0,0,0,0,0,685

4174,-0.000935115,0,0,0,0,0,0,0,686

4179,-0.000935115,0,0,0,0,0,0,0,687

4184,-0.000935115,0,0,0,0,0,0,0,688

4189,-0.000935115,0,0,0,0,0,0,0,689

4194,-0.000935115,0,0,0,0,0,0,0,690

4199,-0.000935115,0,0,0,0,0,0,0,691

4204,-0.000935115,-0.000935115,0,0,0,0,0,0,692

4209,-0.000935115,-0.000935115,0,0,0,0,0,0,693

4214,-0.000935115,-0.000935115,0,0,0,0,0,0,694

4219,-0.000935115,-0.000935115,0,0,0,0,0,0,695

4224,-0.000935115,-0.000935115,0,0,0,0,0,0,696

4229,-0.000935115,-0.000935115,0,0,0,0,0,0,697

4234,-0.000935115,-0.000935115,0,0,0,0,0,0,698

4239,-0.000935115,-0.000935115,0,0,0,0,0,0,699

4244,-0.000935115,-0.000935115,0,0,0,0,0,0,700

4249,-0.000935115,-0.000935115,0,0,0,0,0,0,701

4254,-0.000935115,-0.000935115,0,0,0,0,0,0,702

4259,-0.000935115,-0.000935115,0,0,0,0,0,0,703

4264,-0.000935115,-0.000935115,0,0,0,0,0,0,704

4269,-0.000935115,-0.000935115,0,0,0,0,0,0,705

4274,-0.000935115,-0.000935115,0,0,0,0,0,0,706

4279,-0.000935115,-0.000935115,0,0,0,0,0,0,707

4284,-0.000935115,-0.000935115,0,0,0,0,0,0,708

4289,-0.000935115,-0.000935115,0,0,0,0,0,0,709

4294,-0.000935115,-0.000935115,0,0,0,0,0,0,710

4299,-0.000935115,0,0,0,0,0,0,0,711

4304,-0.000935115,0,0,0,0,0,0,0,712

4309,-0.000935115,0,0,0,0,0,0,0,713

4314,-0.000935115,0,0,0,0,0,0,0,714

4319,-0.000935115,0,0,0,0,0,0,0,715

4324,-0.000935115,0,0,0,0,0,0,0,716

4329,-0.000935115,0,0,0,0,0,0,0,717

4334,-0.000935115,0,0,0,0,0,0,0,718

4339,-0.000935115,0,0,0,0,0,0,0,719

4344,-0.000935115,0,0,0,0,0,0,0,720

4349,-0.000935115,0,0,0,0,0,0,0,721

4354,-0.000935115,0,0,0,0,0,0,0,722

4359,-0.000935115,0,0,0,0,0,0,0,723

4364,-0.000935115,0,0,0,0,0,0,0,724

4369,-0.000935115,0,0,0,0,0,0,0,725

4374,-0.000935115,0,0,0,0,0,0,0,726

4379,-0.000935115,0,0,0,0,0,0,0,727

4384,-0.000935115,0,0,0,0,0,0,0,728

4389,-0.000935115,0,0,0,0,0,0,0,729

4394,-0.000935115,0,0,0,0,0,0,0,730

4399,-0.000935115,0,0,0,0,0,0,0,731

4404,-0.000935115,0,0,0,0,0,0,0,732

